gvkey,conm,cusip,cik,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
014380,PIONEER COS INC  -CL A,723643300,0000830141,C,01,LC,81638,13735,19950519,20010111
014380,PIONEER COS INC  -CL A,723643300,0000830141,C,01,LC,75291,20706,19880412,19920714
014381,GRUENE INC,400128203,0000779907,C,02,LU,11863,9711,19880308,19900330
014382,YOCREAM INTERNATIONAL INC,986001105,0000821572,P,01,LC,11805,9607,19871118,20051230
014383,LUND INTL HOLDINGS INC,550368104,0000820526,P,01,LU,11796,9594,19871231,20001023
014384,OREGON STEEL MILLS INC,686079104,0000830260,P,01,LU,75308,21339,19880413,20070131
014385,RESPIRONICS INC,761230101,0000780434,P,01,LU,11927,9777,19880512,20080331
014386,GSI COMMERCE INC,36238G102,0000828750,P,01,LC,86168,16157,19980616,20110630
014386,GSI COMMERCE INC,36238G102,0000828750,P,01,LC,11932,9729,19880328,19950918
014390,FORTIS INC,349553107,0001666175,P,01,LC,16341,55714,20161014,E
014391,TRANSALTA CORP,89346D107,0001144800,P,01,LC,89068,41867,20010731,E
014395,BIOJECT MEDICAL TECHNOLOGIES,09059T206,0000810084,P,01,LC,78219,26270,19880325,20080722
014396,CARLTON COMMUNICATIONS PLC,142872209,0000765245,P,90,LU,11054,8923,19870430,20040131
014397,CIDCO GROUP INC,171763204,0000745340,P,01,LU,10819,9762,19880428,19890929
014398,FORTUNE NATURAL RESOURCES CP,349681106,0000038242,P,01,LU,11854,9786,19880518,19990806
014399,INFORMATION MGMT TECH  -CL A,456908300,0000824578,P,01,LU,75569,9741,19880406,19990114
014400,INTL NUTRITION & GENETICS,460094105,0000814234,P,01,LU,11882,9691,19880217,19891031
014401,INVESTORS TITLE CO,461804106,0000720858,P,01,LU,10901,8778,19861203,E
014402,SILVER BAY REALTY TRUST CORP,82735Q102,0001557255,P,01,LC,13736,54294,20121214,20170531
014403,DYNEX CAPITAL INC,26817Q506,0000826675,P,01,LU,75269,21478,19880210,E
014404,INGRES CORP,457188100,0000712849,P,01,LU,11925,9784,19880518,19901130
014405,RICHFOOD HOLDINGS INC,763408101,0000819632,P,01,LU,11928,9787,19880518,19990930
014406,TRV MINERALS CORP,872646104,0000709349,P,01,LU,78379,28266,19840131,19890929
014407,TALCON  -LP,874181100,0000814855,C,01,LU,78849,27774,19880331,19920720
014410,SCOR US CORP,784027104,0000798363,P,01,LU,10702,8601,19860925,19951229
014412,SOTHEBY'S,835898107,0000823094,P,01,LU,75316,21635,19880513,E
014413,WINE SOCIETY OF AMER,973903206,0000831982,C,02,LC,11962,9791,19880520,19910213
014414,ACTIVE LINK COMMUNICATIONS,00505W109,0000727347,C,01,LC,10878,9751,19880415,19981002
014416,COPE INC,217208107,0000789847,C,01,LC,87594,17966,20000211,20001006
014416,COPE INC,217208107,0000789847,C,01,LC,11864,9779,19880517,19940608
014417,MICRONETICS INC,595125105,0000820097,C,01,LU,11903,9749,19880415,E
014418,MGM RESORTS INTERNATIONAL,552953101,0000789570,P,01,LU,11891,9764,19880502,E
014419,REAL DEL MONTE MINING CP,755922101,0000812356,P,01,LU,76939,9727,19880325,19981109
014420,SGI INTERNATIONAL,784185209,0000737955,C,01,LU,11933,9763,19880429,19950621
014421,SIR SPEEDY PRINTNG PLC  -ADR,82963T208,0000809695,C,90,LC,11576,9403,19870805,19890626
014422,SOUTHLAND COMMUNICATIONS INC,844435107,0000814084,C,01,LU,11650,9471,19880531,19900403
014423,METAL RECOVERY TECHN INC,591098108,0000796117,C,02,LU,76442,9271,19870618,19950816
014424,UNICOMP INC,90465L409,0000792341,P,01,LU,11956,9771,19880509,20010501
014425,BF ENTERPRISES INC,05490U109,0000814856,P,01,LC,10453,9761,19880428,20050829
014431,LLOYDS ACCEPTANCE CORP,539435206,0000820087,P,01,LU,11890,9718,19880316,19910731
014438,ADT CORP,00101J106,0001546640,P,01,LC,13567,54174,20121001,20160429
014441,COMPUMAT INC,20482B100,0000831889,P,01,LU,10923,9780,19880517,19901005
014442,DYNAMIC SCIENCES INTL,268006103,0000729520,C,01,LC,56603,6949,19880729,19880818
014445,STACEYS BUFFET INC,852328301,0000831984,C,01,LU,11868,9778,19880512,19980316
014446,IVAX CORP,465823102,0000772197,P,01,LC,75228,7712,19871211,20060125
014447,LVMH MOET HENNESSY LOUIS V,502441306,0000824046,P,90,LC,11785,9587,19871023,20021018
014449,SKOLNIKS INC,830798401,0000821124,C,01,LU,75315,21622,19880429,19941221
014450,WOLVERINE TUBE INC,978093102,0000821407,P,01,LC,79634,27423,19930813,20070103
014451,QUANTRX BIOMEDICAL CP,74765N109,0000820608,C,01,LC,11167,9797,19880531,19901204
014453,ATC GROUP SERVICES INC,002067106,0000828828,P,01,LU,10011,9813,19880608,19980227
014455,ARCTIC ALASKA FISHERIES,039668108,0000819790,P,01,LU,75283,20208,19880531,19921030
014457,CATALINA LIGHTING INC,148865207,0000822665,P,01,LU,75286,20407,19880512,20050314
014458,CLIFFS DRILLING CO,18682C100,0000831964,P,01,LU,11994,9823,19880706,19981231
014459,COGNOS INC,19244C109,0000746782,P,01,LU,78638,26138,19870701,20080131
014460,CECS CORP,12514P108,0000822935,C,01,LC,11071,9814,19880608,19921118
014462,DONNELLY CORP,257870105,,P,01,LU,75288,20595,19880405,20021031
014463,EGGHEAD.COM INC-OLD,282330109,0000832320,P,01,LU,11964,9805,19880607,19991130
014464,EQUITY FINANCE GROUP,294657309,,P,01,LU,11440,9768,19880506,19881230
014465,GETCHELL GOLD CORP,374265106,0000824590,P,01,LU,11849,9788,19880518,19990528
014466,HILB ROGAL & HOBBS CO,431294107,0000814898,P,01,LC,11509,9338,19870715,20081001
014467,LEV SCIENTIFIC INDS LTD,52729C104,0000779077,P,01,LU,78674,26125,19880613,19910131
014468,LIBERTY MILITARY SALES INC,530721109,0000802684,P,01,LU,11889,9795,19880531,19900430
014469,MARK CONTROLS CORP,57038N105,,P,01,LC,11776,9577,19871012,19940428
014470,PLAYTEX PRODUCTS INC,72813P100,0000842699,P,02,LC,80186,30107,19940127,20070928
014471,QUARTZ INC,747729101,0000804330,P,01,LC,11810,9618,19871127,19901227
014472,RELIANCE ELECTRIC CO  -CL A,759458102,0000814331,P,01,LC,77635,28301,19920506,19950127
014474,SYMETRICS INDUSTRIES,871521100,0000095944,P,01,LU,73948,9828,19880630,19980227
014474,SYMETRICS INDUSTRIES,871521100,0000095944,C,00X,LU,73948,9828,19820401,19880629
014476,TRUDY CORP,897835203,0000815098,C,01,LC,11514,9344,19870715,19881118
014477,WASTE MANAGEMENT INC,94106L109,0000823768,P,01,LU,11955,9804,19880603,E
014479,EASTEX ENERGY INC,277239109,0000818075,P,01,LU,11595,9420,19870812,19950929
014480,ISTEC INDUSTRIES & TECH LTD,M61463101,0000818146,C,01,LU,78652,26240,19871001,19960305
014481,MALLARD COACH CO,561208109,0000820082,P,01,LU,75570,9722,19880318,19920507
014482,MEADOW GROUP INC,583095203,0000829903,P,02,LU,11897,9720,19880317,19920131
014483,NEWFIELDS MINERALS INC,65130T102,0000816562,P,01,LC,78665,28963,19880314,19900723
014487,TUTOGEN MEDICAL INC,901107102,0000816949,P,01,LC,88493,38396,20000817,20080227
014487,TUTOGEN MEDICAL INC,901107102,0000816949,P,01,LC,11802,9603,19871112,19970926
014488,AMERICAN SAVINGS BANK-NY,029404100,,P,01,LU,85447,7865,19851120,19920331
014489,DELL TECHNOLOGIES INC,24703L202,0001571996,P,08,LC,18267,55676,20181228,E
014489,DELL TECHNOLOGIES INC,24703L202,0001571996,P,01,LC,11081,9833,19880622,20131031
014490,SPORT SUPPLY GROUP INC,84916A104,0000828747,C,01,LC,88283,37662,20000607,20100805
014490,SPORT SUPPLY GROUP INC,84916A104,0000828747,C,01,LC,11134,9790,19930716,19940722
014490,SPORT SUPPLY GROUP INC,84916A104,0000828747,C,01,LC,11134,9790,19880520,19930422
014491,EQUITABLE OF IOWA COS,294510300,0000225300,J,02,LC,33340,1567,19830131,19920430
014491,EQUITABLE OF IOWA COS,294510300,0000225300,P,03,LC,33321,1567,19920529,19971024
014491,EQUITABLE OF IOWA COS,294510300,0000225300,P,01,LC,33321,1567,19830131,19920430
014492,SUPERCOMPUTING SOLUTIONS,868047101,0000824600,P,01,LU,11857,9832,19880622,19910131
014493,HARVARD KNITWEAR INC,417444106,0000830251,P,01,LU,11865,9827,19880616,19891130
014494,HOME OWNERS SVGS BK/MA,437292105,0000818435,P,01,LU,42359,7051,19870130,19900703
014496,MINDSCAPE INC,602679102,0000832924,P,01,LU,11904,9836,19880623,19900330
014497,ATLANTIS GROUP INC,049148109,0000830991,C,01,LU,75571,9783,19880729,19960521
014498,PACIFIC ENERGY RESOURCES,694227109,,P,01,LU,11916,9773,19880510,19890531
014499,T2 MEDICAL INC,872912100,0000830735,P,01,LC,75318,10441,19880511,19940710
014502,RESURGENS COMMUNICATIONS GP,761269208,,P,01,LU,77615,6423,19870430,19930930
014503,IMPERIAL SUGAR CO,453096208,0000831327,P,02,LC,89715,9760,20030416,20120629
014503,IMPERIAL SUGAR CO,453096208,0000831327,C,01,LC,11874,9760,19880427,20001213
014504,DIAMANT ART CORP,25253R309,0000810269,C,01,LC,78632,26133,19871130,19940511
014505,NBB BANCORP INC,62872P109,0000829732,P,01,LC,75237,9017,19870312,19950127
014506,TOP AIR MANUFACTURING INC,890524101,0000355469,C,01,LU,11952,9829,19880620,20001128
014512,MEDSTONE INTERNATIONAL INC,58505C101,0000819939,P,01,LU,11899,9800,19880602,20040227
014520,ONEITA INDUSTRIES INC,682655105,0000820957,P,01,LU,75356,21331,19880719,19971231
014522,TELECONNECT CO,879291102,0000868593,P,01,LU,75319,25926,19880511,19881214
014524,ACCLAIM ENTERTAINMENT INC,004325205,0000804888,P,02,LU,10114,9831,19880622,20040827
014525,CONCORDE CAREER COLLEGES INC,20651H201,0000832483,C,01,LU,10937,9844,19880831,20060831
014526,INDEX TECHNOLOGY CORP,454088105,0000739661,P,01,LU,11876,9835,19880623,19910328
014527,BCE MOBILE COMMUNICATIONS,05534G108,0001020400,P,01,LU,84002,28109,19960910,19991029
014528,BABBAGES INC,056088107,0000833443,P,01,LU,11977,9859,19880715,19941230
014529,BAYOU STEEL CORP  -CL A,073051203,0000807877,C,01,LC,75328,20280,19880727,20030122
014530,CASCADE INTERNATIONAL INC,147280101,0000828174,C,01,LU,10625,9820,19880615,19911118
014533,PROTECTAIRE SYSTEMS CO,743648107,0000827699,P,01,LU,75574,9781,19880517,19900430
014534,PROTEIN DATABASES INC,743696205,0000770131,C,01,LU,75584,9872,19880722,19891003
014535,EW SCRIPPS  -CL A,811054402,0000832428,P,01,LC,84176,31806,19961114,E
014535,EW SCRIPPS  -CL A,811054402,0000832428,P,01,LC,11936,9842,19880629,19961113
014536,SILK GREENHOUSE INC,827090101,0000831323,C,01,LU,11939,9769,19880506,19910222
014537,SYMBIAT INC,87150R105,0000819479,C,01,LC,81077,5163,19941123,19981202
014537,SYMBIAT INC,87150R105,0000819479,C,01,LC,25770,5163,19880524,19921015
014538,TEVA PHARMACEUTICALS,881624209,0000818686,P,90,LC,75652,5310,19850131,E
014539,UNICARE FINANCIAL CORP,904595105,0000799297,P,01,LU,10788,8682,19861024,19940131
014541,SURETY CAPITAL CORP  -OLD,86899Y108,,P,01,LC,11945,9816,19880630,19891031
014543,WESTERN CANADA BEVERAGE CORP,957918105,0000826337,C,01,LU,78682,26136,19880808,19920723
014544,INNOVET INC,45765P104,0000821243,C,01,LU,12196,9880,19880728,19950314
014546,DRECO ENERGY SERVICES LTD,261528301,0000320171,C,02,LC,78733,25692,19900618,19970925
014546,DRECO ENERGY SERVICES LTD,261528301,0000320171,C,02,LC,62535,25692,19801203,19820629
014547,PRINCETON MEDIA GROUP INC,742217102,0000814456,P,01,LU,76914,9390,19880901,19981203
014548,PHONEX INC,71921L100,0000792520,C,01,LU,11919,9789,19880630,19890111
014549,GLASSMASTER CO,377226204,0000109870,C,01,LU,12178,9863,19880715,19991105
014550,BIBB CO/DEL,088667100,,P,01,LU,85417,28809,19971003,19981030
014551,SILVERCREST ASSET MGT,828359109,0001549966,P,01,LC,13969,54438,20130627,E
014552,COMMODORE ENVIRONMENTAL SVCS,202656104,0000071528,C,01,LU,25241,8931,19870731,19900403
014552,COMMODORE ENVIRONMENTAL SVCS,202656104,0000071528,C,00X,LU,25241,8931,19860101,19870730
014553,FORST HUNTER INTL TRADE CORP,34659C106,0001046936,C,01,LU,10668,8572,19870529,19880926
014554,SENSORY SCIENCE CORP,81726X100,0000784721,P,01,LU,11819,9626,19871210,20010629
014555,ACELITY HOLDINGS INC -REDH,00499O931,0001651347,C,01,LC,90044,9809,20040224,20111104
014555,ACELITY HOLDINGS INC -REDH,00499O931,0001651347,C,01,LC,11888,9809,19880608,19971118
014556,REGENT ENERGY CORP,75886Y106,0000216810,C,01,LC,12233,9885,19880803,19920713
014558,RW TECHNOLOGY INC,749912101,0000825308,P,01,LU,11924,9774,19880511,19891130
014561,II-VI INC,902104108,0000820318,P,01,LU,11752,9558,19871002,E
014563,MERCER INTL INC,588056101,0001333274,P,02,LC,75578,9868,19880719,E
014565,AMERICAN POWER CONVERSION CP,029066107,0000835910,P,01,LC,11970,9873,19880722,20070228
014566,BENDA PHARMACEUTICAL INC,08165P108,0000705868,C,02,LC,10347,9659,19880122,19891003
014567,CORAL GOLD RESOURCES LTD,218002202,0000813639,C,01,LC,78656,9598,19871105,19920710
014568,DEFAULT PROOF CREDIT CRD SYS,244626404,0000803260,C,01,LC,12156,9887,19880804,19910724
014569,EFI ELECTRONICS CORP,268428208,0000785970,P,02,LU,11468,9299,19870629,19991101
014571,EL DE ELECTRO-OPTIC DEV LTD,282889104,,C,01,LU,78627,26131,19870324,19890301
014573,HOMEOWNERS GROUP INC,43739N107,0000831906,P,01,LU,12193,9862,19880715,19970812
014574,MARITEK CORP,570279109,0000715781,C,01,LU,51562,6018,19830624,19920817
014575,MEICOR INC,585200108,0000805644,P,01,LU,11900,9712,19880315,19890630
014576,STERLITE GOLD LTD,859735102,0001374593,C,01,LC,80815,13267,19940816,19980612
014576,STERLITE GOLD LTD,859735102,0001374593,C,01,LC,76985,9466,19870831,19940815
014577,TRI-R SYSTEMS CORP,895574101,0000832438,P,01,LU,12273,9870,19880720,19910628
014578,TUSCARORA INC,900902107,0000821538,P,01,LU,12099,9871,19880721,20010330
014579,ALLIANCE BANCORPORATION,01852P101,0000728534,P,01,LC,75250,25921,19880216,19890420
014581,MGC DIAGNOSTICS CORP,552768103,0000815093,P,02,LC,89609,9849,20021206,20171231
014581,MGC DIAGNOSTICS CORP,552768103,0000815093,C,01,LC,75580,9849,20021001,20021025
014581,MGC DIAGNOSTICS CORP,552768103,0000815093,P,01,LC,75580,9849,19880805,20020930
014582,APOGEE TECHNOLOGY INC,03760F100,0000823876,C,01,LC,12118,9861,20010919,20071228
014582,APOGEE TECHNOLOGY INC,03760F100,0000823876,C,01,LC,12118,9861,19880715,19920607
014583,PACIFIC OFFICE PROPERTIES TR,694714106,0000830748,P,01,LC,75284,20210,19880607,E
014584,EXCAL ENTERPRISES INC,300902103,0000832813,C,01,LU,12120,9867,19880803,19930930
014585,AUTOMOTIVE INDUSTRIES INC-DE,053291100,0000820069,P,01,LU,12127,9878,19880728,19900228
014587,CONTINENTAL TYRE LTD,211904107,0000831243,P,01,LU,78679,9860,19880715,19911129
014589,ELECTRONIC ASSEMBLY SERVICES,285513107,0000831241,P,01,LU,12162,9850,19880707,19911231
014590,FREEPORT-MCMORAN INC,35671D857,0000831259,P,02,LC,81774,20763,19950731,E
014590,FREEPORT-MCMORAN INC,35671D857,0000831259,N,01,LC,75294,20763,19950731,20020503
014590,FREEPORT-MCMORAN INC,35671D857,0000831259,C,01,LC,75294,20763,19950701,19950730
014590,FREEPORT-MCMORAN INC,35671D857,0000831259,P,01,LC,75294,20763,19880505,19950630
014592,ALLIANCEBERNSTEIN HOLDING LP,01881G106,0000825313,P,01,LU,75278,20048,19880414,E
014593,GAYLORD CONTAINER CP,368145108,0000812700,P,01,LU,75295,20785,19880629,20020430
014594,CHAPARRAL STEEL CO -OLD,159422104,,P,01,LC,75335,20429,19880707,19971231
014596,CHANNEL AMER LPTV HLDG INC,159139104,0000833850,P,01,LU,12147,9886,19880804,19901130
014597,JUNIPER PHARMACEUTICALS INC,48203L107,0000821995,P,01,LC,12149,9879,19880728,20180831
014598,CREATIVE MEDICAL SYSTEMS INC,22528J303,0000790274,C,01,LU,12153,9875,19880726,19900129
014599,ENVIRONMENTAL CONTROL GP INC,293928107,0000835014,P,01,LU,12016,9883,19880802,19920228
014600,L REX INTERNATIONAL INC,502147200,0000824498,C,01,LU,78662,9680,19880208,19941129
014601,MOTHER LODE GOLD MINES CONS,619775109,0000802595,C,01,LU,12229,9858,19880713,19881215
014603,AVID BIOSERVICES INC,05368M106,0000704562,C,01,LC,12266,9899,19880811,E
014604,UNITED BUYING SERVICE INTL,909691107,0000819187,P,01,LU,12274,9719,19880712,19910830
014605,WPP PLC,92937A102,0000806968,P,90,LC,11845,9646,19871229,E
014606,HEARUSA INC,422360305,0000821536,P,01,LC,12188,9683,19960315,20110516
014606,HEARUSA INC,422360305,0000821536,P,01,LC,12188,9683,19880808,19900624
014607,LAKEWOOD FOREST PRODUCTS LTD,51253D108,0000807199,P,01,LU,78658,26120,19871125,19900326
014608,MISSION RESOURCE PRTNRS  -LP,605107101,0000820745,P,01,LC,75299,21207,19880413,19910121
014611,UBM PLC,90265U203,0000813811,P,90,LC,11643,9464,19870828,20050321
014615,HOOK SUPERX INC,439006107,0000823883,P,01,LU,77723,28389,19920604,19940729
014616,PROVIDENCE AND WORCESTER RR,743737108,0000831968,C,01,LU,12248,9898,19880810,20161130
014617,AMERICAN RICE INC,029318300,0000824206,C,01,LU,11971,9853,19880711,19980930
014618,CHRONODYNAMICS LTD,171170202,0000828679,C,02,LU,10741,9837,19880623,19881115
014619,GULL LABORATORIES INC,402901201,0000832404,P,01,LC,75579,9852,19880711,19981105
014620,ELECTROLUX AB,010198208,0000813810,P,90,LU,11485,9318,19870701,20050331
014622,PONIARD PHARMACEUTICALS INC,732449400,0000755806,P,01,LC,12063,9902,19880811,20111230
014623,NOVELLUS SYSTEMS INC,670008101,0000836106,P,01,LU,12067,9903,19880811,E
014624,OFFICE DEPOT INC,676220106,0000800240,P,01,LC,75573,9798,19880601,E
014625,AMERICAN PLASTICS & CHEM,029043106,0000078319,C,01,LC,11795,9596,19880129,19920311
014626,PHOENIX TECHNOLOGIES LTD,719153108,0000832767,P,01,LC,11917,9819,19880614,20101122
014627,SENSOTRON INC,81726R103,0000826757,C,01,LU,12245,9891,19880808,19900409
014628,HUNTSMAN POLYMERS CORP,447015009,0000829218,C,99X,LU,77903,21511,19970828,20020930
014628,HUNTSMAN POLYMERS CORP,447015009,0000829218,P,01,LC,77903,21511,19921008,19970827
014628,HUNTSMAN POLYMERS CORP,447015009,0000829218,P,01,LC,75358,21511,19880729,19920911
014629,SMITHFIELD COMPANIES INC,832245104,0000835342,P,01,LU,12086,9896,19880809,20000918
014630,SYNOPTICS COMMUNICATIONS INC,871609103,,P,01,LU,12094,9912,19880819,19941031
014631,TIMBERJACK CORP,887086106,0000823394,P,01,LU,11951,9793,19880524,19890630
014632,TWO COUNT HOLDING CO,901862102,0000806631,C,01,LC,11954,9785,19880518,19890515
014633,KCS ENERGY INC,482434206,0000832820,P,02,LU,11887,9803,19880603,20060731
014634,GUARDIAN BANCORP,401321104,0000749751,C,01,LU,75256,20856,19880209,19950123
014636,FIRST MED INTL INC,320936107,0000824166,P,01,LU,11872,9747,19880620,19910628
014637,OMNICORP LTD,681921102,0000719775,C,01,LC,15916,321,19870430,19950621
014638,ALABAMA AIRCRAFT INDUSTRIES,01023E100,0000771729,P,01,LC,11306,9158,19881130,20090409
014639,NEW ENGLAND REALTY ASSC  -LP,644206104,0000746514,P,01,LC,90329,28409,19871119,E
014640,WOMENS GOLF UNLIMITED INC,97815W100,0000782126,C,02,LU,12252,9918,19880824,20021029
014641,TOWLE MFG CO,892008301,,C,01,LC,62455,4519,19880419,19881205
014642,PHOENIX GROUP INTL INC  -OLD,719070104,,P,01,LC,55757,8943,19870205,19891130
014644,AURORA ENVIRONMENTAL INC,051634103,0000725518,P,01,LU,12123,9910,19880816,19950731
014645,ATLANTIC INDUSTRIES INC,048602205,0000318958,C,01,LU,49884,2726,19810619,19920529
014647,VENUS EXPLORATION INC,923333108,0000312037,P,01,LC,83804,5033,19860317,20020107
014649,ALUBEC INDUSTRIES INC,021901103,0000821478,C,01,LU,78670,26122,19880607,19890815
014650,BMC SOFTWARE INC,055921100,0000835729,P,01,LC,11976,9905,19880812,E
014652,UNILAB CORP,904763208,0000899714,P,03,LC,89033,6401,20010606,20030228
014652,UNILAB CORP,904763208,0000899714,P,01,LC,29496,6401,19880930,19991123
014655,MEDIA LOGIC INC,58441B100,0000815185,C,01,LU,11541,9367,19870723,19981019
014656,MEGA GROUP INC,58514R305,0000828942,C,01,LU,12222,9911,19880816,19930817
014657,MONTANA NATURALS INTL,612081109,0000819182,P,01,LU,12228,9923,19880831,19910731
014658,NOVAFERON LABS INC,669868101,0000814581,P,01,LU,12235,9926,19880901,19890508
014659,BANCROFT FUND LTD,059695106,0000009521,P,01,LU,54973,20261,19820129,E
014659,BANCROFT FUND LTD,059695106,0000009521,C,00X,LU,54973,20261,19811101,19820128
014660,CASTLE CONVERTIBLE FUND INC,148443104,0000018180,P,01,LC,54631,20406,19820129,20090106
014661,CENTRAL SECURITIES CORP,155123102,0000018748,P,01,LU,30437,20419,19820129,E
014661,CENTRAL SECURITIES CORP,155123102,0000018748,C,00X,LU,30437,20419,19820101,19820128
014662,BERGSTROM CAPITAL CORP,084093103,0000028827,P,01,LU,52345,20458,19820129,20030429
014662,BERGSTROM CAPITAL CORP,084093103,0000028827,C,00X,LU,52345,20458,19820101,19820128
014666,ELLSWORTH GRWTH INCM FD LTD,289074106,0000793040,P,01,LU,69331,20639,19860623,E
014667,ABERDEEN ASIA PACIFIC INCOME,003009107,0000790500,P,01,LU,69366,20709,19860417,E
014668,JUPITER NATIONAL,482060100,0000043620,P,01,LC,48469,2066,19910628,19960328
014668,JUPITER NATIONAL,482060100,0000043620,C,00X,LC,48469,2066,19910101,19910627
014669,MUNIINSURED FUND INC,626245104,0000818436,P,01,LU,75235,21233,19871020,20040630
014671,ENGEX INC,292851102,0000032598,C,01,LU,75159,20652,19870812,20180329
014672,ABERDEEN AUSTRALIA EQTY FD,003011103,0000779336,P,01,LU,68427,20708,19851216,E
014673,SCUDDER SPAIN&PORTUGAL FUND,811198100,0000820675,P,01,LU,75293,20719,19880414,19990331
014674,PATIENT SAFETY TECHNOLOGIES,70322H106,0000812301,P,01,LC,37560,1750,19820129,20070215
014675,HAMPTON UTILITIES TRUST,409528106,0000821600,P,01,LU,75258,20871,19880307,19940804
014676,N Y TAX EXEMPT INCOME,650081102,0000820090,P,01,LU,75238,21279,19871016,19990226
014677,NUVEEN NY MUNI INCOME FD INC,67062L107,0000830264,P,01,LU,75307,21313,19880504,19960105
014678,PMC CAPITAL INC,693430100,0000722571,P,01,LC,64275,6620,19831125,20040227
014679,XCELERA INC,G31611109,0000792857,P,01,LU,69681,21571,19890131,20041112
014680,SUMMIT TAX EXEMPT BOND,866269103,0000786156,P,01,LU,72725,21681,19870126,19970930
014681,TEMPLETON EMERGING MKTS FUND,880191101,0000809708,P,01,LU,72813,21727,19870226,E
014682,ALLIANCEBERNSTEIN INCOME FD,01881E101,0000816754,P,01,LU,75105,20003,19870821,20160429
014683,ACM GOVT SECURITIES,000914101,0000825650,P,01,LU,75245,20004,19880122,20001229
014684,VAN KAMPEN INCOME TR,920957107,0000820026,P,01,LU,75280,20073,19880422,20070531
014685,HARTFORD INCOME SHARES FD,416537108,0000086317,P,01,LU,56581,20013,19820129,20101029
014685,HARTFORD INCOME SHARES FD,416537108,0000086317,C,00X,LU,56581,20013,19810801,19820128
014686,ASIA PACIFIC FUND,044901106,0000795618,P,01,LU,75032,20223,19870424,E
014687,BLUE CHIP VALUE FUND INC,095333100,0000810439,P,01,LU,75036,20313,19870415,20110331
014688,BRAZIL FUND,105759104,0000820028,P,01,LU,75252,20329,19880331,20060630
014689,BUNKER HILL INC SEC,120609102,0000015345,P,01,LU,58288,20348,19820129,19940422
014689,BUNKER HILL INC SEC,120609102,0000015345,C,00X,LU,58288,20348,19811001,19820128
014690,PROSPECT STREET INCOME SHS,743590101,0000021178,P,01,LC,57410,20364,19820129,20080718
014690,PROSPECT STREET INCOME SHS,743590101,0000021178,C,00X,LC,57410,20364,19820101,19820128
014691,CORNERSTONE STRAT VALUE FD,21924B302,0000814083,P,01,LU,75047,20461,19870623,E
014692,MFS HIGH YIELD MUNICIPAL TR,59318E102,0000809844,P,01,LU,71722,20476,19870319,E
014693,STERLING CAPITAL CORP,859160103,0000102754,P,01,LU,53946,21671,19820129,20050930
014693,STERLING CAPITAL CORP,859160103,0000102754,C,00X,LU,53946,21671,19820101,19820128
014694,TAIWAN FUND INC,874036106,0000804123,P,01,LU,71159,21709,19861216,E
014695,MORGAN STANDW MUNI INCOME TR,61745P486,0000817130,P,01,LC,86472,34961,19981221,20010123
014695,MORGAN STANDW MUNI INCOME TR,61745P486,0000817130,P,01,LC,75109,20054,19870922,19981218
014696,MORGAN STANDW MUNI INC TR II,61745P478,0000830975,P,01,LC,86471,34961,19981221,20010123
014696,MORGAN STANDW MUNI INC TR II,61745P478,0000830975,P,01,LC,75279,20055,19880601,19981218
014697,MORGAN STANLY GVT INCOME SBI,61745P106,0000825353,P,01,LC,86461,34961,19981221,20070320
014697,MORGAN STANLY GVT INCOME SBI,61745P106,0000825353,P,01,LC,75254,20565,19880301,19981218
014698,INSIGHT SELECT INCOME FD,45781W109,0000030125,P,01,LC,54228,20601,19820129,E
014699,VAN KAMPEN CONV SEC FD,920956109,0000005099,P,01,LU,55319,20072,19820129,20000831
014699,VAN KAMPEN CONV SEC FD,920956109,0000005099,C,00X,LU,55319,20072,19820101,19820128
014700,DNP SELECT INCOME FUND INC,23325P104,0000806628,P,01,LU,71810,20607,19870121,E
014701,CORNERSTONE TOTAL RETURN FD,21924U300,0000033934,P,01,LC,57293,20677,19820129,E
014703,CREDIT SUISSE ASST INCOME FD,224916106,0000810766,P,01,LU,75060,20710,19870408,E
014704,CREDIT SUISSE ASSET MGMT STR,224918102,0000828781,P,01,LU,75292,20711,19880422,20010531
014705,FIRST OPPORTUNITY FUND INC,33587T108,0000790202,P,01,LC,69382,20718,19860501,20100511
014706,FORT DEARBORN INCOME SECS,347200107,0000038188,P,01,LU,57103,20755,19820129,20160531
014706,FORT DEARBORN INCOME SECS,347200107,0000038188,C,00X,LU,57103,20755,19811001,19820128
014708,GABELLI EQUITY TRUST,362397101,0000794685,P,01,LU,69980,20779,19860814,E
014709,GEMINI II,368904108,0000759277,P,01,LC,67248,20788,19850215,19970219
014710,EUROPEAN EQUITY FUND INC,298768102,0000791718,P,01,LC,69999,20813,19860718,E
014711,GLOBAL GVT PLUS FUND,378907109,0000813339,P,01,LU,75165,20823,19870724,19960112
014713,GLOBAL YIELD FUND,37936L104,0000793159,P,01,LU,70017,20828,19860701,19960112
014714,LIBERTY ALL-STAR GROWTH FUND,529900102,0000786035,P,01,LU,68929,20853,19860306,E
014715,JOHN HANCOCK INVESTORS TRUST,410142103,0000759828,P,01,LU,52679,20874,19820129,E
014715,JOHN HANCOCK INVESTORS TRUST,410142103,0000759828,C,00X,LU,52679,20874,19820101,19820128
014716,TEKLA HEALTHCARE INVESTORS,87911J103,0000805267,P,01,LU,75065,20864,19870423,E
